image_id,split,sat_image_path,mask_path,urban_land,agriculture_land,rangeland,forest_land,water,barren_land,unknown
100694,train,train/100694_sat_0.jpg,train/100694_mask_0.png,0.0,0.9999546114742193,0.0,0.0,0.0,0.0,4.538852578068264e-05
100694,train,train/100694_sat_1.jpg,train/100694_mask_1.png,0.0,0.984039258404887,0.01596074159511299,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_2.jpg,train/100694_mask_2.png,0.0,0.9995915032679739,0.0004084967320261438,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_3.jpg,train/100694_mask_3.png,0.0,0.8195165321030373,0.1804834678969627,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_4.jpg,train/100694_mask_4.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_5.jpg,train/100694_mask_5.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_6.jpg,train/100694_mask_6.png,0.0,0.9012425776410782,0.09875742235892178,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_7.jpg,train/100694_mask_7.png,0.0,0.919160365671323,0.08083963432867701,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_8.jpg,train/100694_mask_8.png,0.0,0.9954344482891195,0.00456555171088043,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_9.jpg,train/100694_mask_9.png,0.0,0.9847254261181597,0.015274573881840317,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_10.jpg,train/100694_mask_10.png,0.0,0.8718147934555086,0.12818520654449145,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_11.jpg,train/100694_mask_11.png,0.0,0.9789076850783887,0.021092314921611347,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_12.jpg,train/100694_mask_12.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_13.jpg,train/100694_mask_13.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_14.jpg,train/100694_mask_14.png,0.0,0.8913879277201077,0.10861207227989235,0.0,0.0,0.0,0.0
100694,train,train/100694_sat_15.jpg,train/100694_mask_15.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_0.jpg,train/102122_mask_0.png,0.0,0.9774926310393438,0.0,0.0,0.02250736896065616,0.0,0.0
102122,train,train/102122_sat_1.jpg,train/102122_mask_1.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_2.jpg,train/102122_mask_2.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_3.jpg,train/102122_mask_3.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_4.jpg,train/102122_mask_4.png,0.0,0.9847414455978469,0.0,0.0,0.015258554402153018,0.0,0.0
102122,train,train/102122_sat_5.jpg,train/102122_mask_5.png,0.0,0.9965050835148874,0.0,0.0,0.0034949164851125637,0.0,0.0
102122,train,train/102122_sat_6.jpg,train/102122_mask_6.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_7.jpg,train/102122_mask_7.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_8.jpg,train/102122_mask_8.png,0.0,0.9956507112648981,0.0,0.0,0.004349288735101884,0.0,0.0
102122,train,train/102122_sat_9.jpg,train/102122_mask_9.png,0.0,0.9984354308172071,0.0,0.0,0.001564569182792943,0.0,0.0
102122,train,train/102122_sat_10.jpg,train/102122_mask_10.png,0.0,0.997794651629715,0.0,0.0,0.002205348370284933,0.0,0.0
102122,train,train/102122_sat_11.jpg,train/102122_mask_11.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_12.jpg,train/102122_mask_12.png,0.0,0.8881119441240548,0.1107560126447093,0.0,0.0011320432312358494,0.0,0.0
102122,train,train/102122_sat_13.jpg,train/102122_mask_13.png,0.0,0.9612088299372037,0.03879117006279636,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_14.jpg,train/102122_mask_14.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102122,train,train/102122_sat_15.jpg,train/102122_mask_15.png,0.0,0.9975356700414371,0.0,0.0,0.002464329958562946,0.0,0.0
10233,train,train/10233_sat_0.jpg,train/10233_mask_0.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_1.jpg,train/10233_mask_1.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_2.jpg,train/10233_mask_2.png,0.01774157375368448,0.9822584262463155,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_3.jpg,train/10233_mask_3.png,0.024747426203596906,0.9752525737964031,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_4.jpg,train/10233_mask_4.png,0.0,0.9861885385962664,0.0,0.0,0.013811461403733606,0.0,0.0
10233,train,train/10233_sat_5.jpg,train/10233_mask_5.png,0.0,0.9870135418001623,0.0,0.0,0.01298645819983767,0.0,0.0
10233,train,train/10233_sat_6.jpg,train/10233_mask_6.png,0.0,0.9865142680165748,0.0,0.0,0.013485731983425179,0.0,0.0
10233,train,train/10233_sat_7.jpg,train/10233_mask_7.png,0.007806826434277415,0.9741338801315733,0.0,0.0,0.01805929343414926,0.0,0.0
10233,train,train/10233_sat_8.jpg,train/10233_mask_8.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_9.jpg,train/10233_mask_9.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_10.jpg,train/10233_mask_10.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_11.jpg,train/10233_mask_11.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_12.jpg,train/10233_mask_12.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_13.jpg,train/10233_mask_13.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_14.jpg,train/10233_mask_14.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10233,train,train/10233_sat_15.jpg,train/10233_mask_15.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_0.jpg,train/103665_mask_0.png,0.0,0.5287389465590158,0.46217800845828527,0.0,0.009083044982698962,0.0,0.0
103665,train,train/103665_sat_1.jpg,train/103665_mask_1.png,0.0,0.9485107223717374,0.051489277628262636,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_2.jpg,train/103665_mask_2.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_3.jpg,train/103665_mask_3.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_4.jpg,train/103665_mask_4.png,0.0,0.8650412234610619,0.134958776538938,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_5.jpg,train/103665_mask_5.png,0.0,0.8268507838865393,0.17314921611346062,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_6.jpg,train/103665_mask_6.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_7.jpg,train/103665_mask_7.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_8.jpg,train/103665_mask_8.png,0.0,0.9869708231876628,0.013029176812337135,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_9.jpg,train/103665_mask_9.png,0.0,0.903298410867615,0.09670158913238498,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_10.jpg,train/103665_mask_10.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_11.jpg,train/103665_mask_11.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_12.jpg,train/103665_mask_12.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103665,train,train/103665_sat_13.jpg,train/103665_mask_13.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0
