image_id,split,sat_image_path,mask_path
100694,train,train/100694_sat_0.jpg,train/100694_mask_0.png
100694,train,train/100694_sat_1.jpg,train/100694_mask_1.png
100694,train,train/100694_sat_2.jpg,train/100694_mask_2.png
100694,train,train/100694_sat_3.jpg,train/100694_mask_3.png
100694,train,train/100694_sat_4.jpg,train/100694_mask_4.png
100694,train,train/100694_sat_5.jpg,train/100694_mask_5.png
100694,train,train/100694_sat_6.jpg,train/100694_mask_6.png
100694,train,train/100694_sat_7.jpg,train/100694_mask_7.png
100694,train,train/100694_sat_8.jpg,train/100694_mask_8.png
100694,train,train/100694_sat_9.jpg,train/100694_mask_9.png
100694,train,train/100694_sat_10.jpg,train/100694_mask_10.png
100694,train,train/100694_sat_11.jpg,train/100694_mask_11.png
100694,train,train/100694_sat_12.jpg,train/100694_mask_12.png
100694,train,train/100694_sat_13.jpg,train/100694_mask_13.png
100694,train,train/100694_sat_14.jpg,train/100694_mask_14.png
100694,train,train/100694_sat_15.jpg,train/100694_mask_15.png
102122,train,train/102122_sat_0.jpg,train/102122_mask_0.png
102122,train,train/102122_sat_1.jpg,train/102122_mask_1.png
102122,train,train/102122_sat_2.jpg,train/102122_mask_2.png
102122,train,train/102122_sat_3.jpg,train/102122_mask_3.png
102122,train,train/102122_sat_4.jpg,train/102122_mask_4.png
102122,train,train/102122_sat_5.jpg,train/102122_mask_5.png
102122,train,train/102122_sat_6.jpg,train/102122_mask_6.png
102122,train,train/102122_sat_7.jpg,train/102122_mask_7.png
102122,train,train/102122_sat_8.jpg,train/102122_mask_8.png
102122,train,train/102122_sat_9.jpg,train/102122_mask_9.png
102122,train,train/102122_sat_10.jpg,train/102122_mask_10.png
102122,train,train/102122_sat_11.jpg,train/102122_mask_11.png
102122,train,train/102122_sat_12.jpg,train/102122_mask_12.png
102122,train,train/102122_sat_13.jpg,train/102122_mask_13.png
102122,train,train/102122_sat_14.jpg,train/102122_mask_14.png
102122,train,train/102122_sat_15.jpg,train/102122_mask_15.png
10233,train,train/10233_sat_0.jpg,train/10233_mask_0.png
10233,train,train/10233_sat_1.jpg,train/10233_mask_1.png
10233,train,train/10233_sat_2.jpg,train/10233_mask_2.png
10233,train,train/10233_sat_3.jpg,train/10233_mask_3.png
10233,train,train/10233_sat_4.jpg,train/10233_mask_4.png
10233,train,train/10233_sat_5.jpg,train/10233_mask_5.png
10233,train,train/10233_sat_6.jpg,train/10233_mask_6.png
10233,train,train/10233_sat_7.jpg,train/10233_mask_7.png
10233,train,train/10233_sat_8.jpg,train/10233_mask_8.png
10233,train,train/10233_sat_9.jpg,train/10233_mask_9.png
10233,train,train/10233_sat_10.jpg,train/10233_mask_10.png
10233,train,train/10233_sat_11.jpg,train/10233_mask_11.png
10233,train,train/10233_sat_12.jpg,train/10233_mask_12.png
10233,train,train/10233_sat_13.jpg,train/10233_mask_13.png
10233,train,train/10233_sat_14.jpg,train/10233_mask_14.png
10233,train,train/10233_sat_15.jpg,train/10233_mask_15.png
103665,train,train/103665_sat_0.jpg,train/103665_mask_0.png
103665,train,train/103665_sat_1.jpg,train/103665_mask_1.png
103665,train,train/103665_sat_2.jpg,train/103665_mask_2.png
103665,train,train/103665_sat_3.jpg,train/103665_mask_3.png
103665,train,train/103665_sat_4.jpg,train/103665_mask_4.png
103665,train,train/103665_sat_5.jpg,train/103665_mask_5.png
103665,train,train/103665_sat_6.jpg,train/103665_mask_6.png
103665,train,train/103665_sat_7.jpg,train/103665_mask_7.png
103665,train,train/103665_sat_8.jpg,train/103665_mask_8.png
103665,train,train/103665_sat_9.jpg,train/103665_mask_9.png
103665,train,train/103665_sat_10.jpg,train/103665_mask_10.png
103665,train,train/103665_sat_11.jpg,train/103665_mask_11.png
103665,train,train/103665_sat_12.jpg,train/103665_mask_12.png
103665,train,train/103665_sat_13.jpg,train/103665_mask_13.png
103665,train,train/103665_sat_14.jpg,train/103665_mask_14.png
103665,train,train/103665_sat_15.jpg,train/103665_mask_15.png
103730,train,train/103730_sat_0.jpg,train/103730_mask_0.png
103730,train,train/103730_sat_1.jpg,train/103730_mask_1.png
103730,train,train/103730_sat_2.jpg,train/103730_mask_2.png
103730,train,train/103730_sat_3.jpg,train/103730_mask_3.png
103730,train,train/103730_sat_4.jpg,train/103730_mask_4.png
103730,train,train/103730_sat_5.jpg,train/103730_mask_5.png
103730,train,train/103730_sat_6.jpg,train/103730_mask_6.png
103730,train,train/103730_sat_7.jpg,train/103730_mask_7.png
103730,train,train/103730_sat_8.jpg,train/103730_mask_8.png
103730,train,train/103730_sat_9.jpg,train/103730_mask_9.png
103730,train,train/103730_sat_10.jpg,train/103730_mask_10.png
103730,train,train/103730_sat_11.jpg,train/103730_mask_11.png
103730,train,train/103730_sat_12.jpg,train/103730_mask_12.png
103730,train,train/103730_sat_13.jpg,train/103730_mask_13.png
103730,train,train/103730_sat_14.jpg,train/103730_mask_14.png
103730,train,train/103730_sat_15.jpg,train/103730_mask_15.png
104113,train,train/104113_sat_0.jpg,train/104113_mask_0.png
104113,train,train/104113_sat_1.jpg,train/104113_mask_1.png
104113,train,train/104113_sat_2.jpg,train/104113_mask_2.png
104113,train,train/104113_sat_3.jpg,train/104113_mask_3.png
104113,train,train/104113_sat_4.jpg,train/104113_mask_4.png
104113,train,train/104113_sat_5.jpg,train/104113_mask_5.png
104113,train,train/104113_sat_6.jpg,train/104113_mask_6.png
104113,train,train/104113_sat_7.jpg,train/104113_mask_7.png
104113,train,train/104113_sat_8.jpg,train/104113_mask_8.png
104113,train,train/104113_sat_9.jpg,train/104113_mask_9.png
104113,train,train/104113_sat_10.jpg,train/104113_mask_10.png
104113,train,train/104113_sat_11.jpg,train/104113_mask_11.png
104113,train,train/104113_sat_12.jpg,train/104113_mask_12.png
104113,train,train/104113_sat_13.jpg,train/104113_mask_13.png
104113,train,train/104113_sat_14.jpg,train/104113_mask_14.png
104113,train,train/104113_sat_15.jpg,train/104113_mask_15.png
10452,train,train/10452_sat_0.jpg,train/10452_mask_0.png
10452,train,train/10452_sat_1.jpg,train/10452_mask_1.png
10452,train,train/10452_sat_2.jpg,train/10452_mask_2.png
10452,train,train/10452_sat_3.jpg,train/10452_mask_3.png
10452,train,train/10452_sat_4.jpg,train/10452_mask_4.png
10452,train,train/10452_sat_5.jpg,train/10452_mask_5.png
10452,train,train/10452_sat_6.jpg,train/10452_mask_6.png
10452,train,train/10452_sat_7.jpg,train/10452_mask_7.png
10452,train,train/10452_sat_8.jpg,train/10452_mask_8.png
10452,train,train/10452_sat_9.jpg,train/10452_mask_9.png
10452,train,train/10452_sat_10.jpg,train/10452_mask_10.png
10452,train,train/10452_sat_11.jpg,train/10452_mask_11.png
10452,train,train/10452_sat_12.jpg,train/10452_mask_12.png
10452,train,train/10452_sat_13.jpg,train/10452_mask_13.png
10452,train,train/10452_sat_14.jpg,train/10452_mask_14.png
10452,train,train/10452_sat_15.jpg,train/10452_mask_15.png
10901,train,train/10901_sat_0.jpg,train/10901_mask_0.png
10901,train,train/10901_sat_1.jpg,train/10901_mask_1.png
10901,train,train/10901_sat_2.jpg,train/10901_mask_2.png
10901,train,train/10901_sat_3.jpg,train/10901_mask_3.png
10901,train,train/10901_sat_4.jpg,train/10901_mask_4.png
10901,train,train/10901_sat_5.jpg,train/10901_mask_5.png
10901,train,train/10901_sat_6.jpg,train/10901_mask_6.png
10901,train,train/10901_sat_7.jpg,train/10901_mask_7.png
10901,train,train/10901_sat_8.jpg,train/10901_mask_8.png
10901,train,train/10901_sat_9.jpg,train/10901_mask_9.png
10901,train,train/10901_sat_10.jpg,train/10901_mask_10.png
10901,train,train/10901_sat_11.jpg,train/10901_mask_11.png
10901,train,train/10901_sat_12.jpg,train/10901_mask_12.png
10901,train,train/10901_sat_13.jpg,train/10901_mask_13.png
10901,train,train/10901_sat_14.jpg,train/10901_mask_14.png
10901,train,train/10901_sat_15.jpg,train/10901_mask_15.png
111335,train,train/111335_sat_0.jpg,train/111335_mask_0.png
111335,train,train/111335_sat_1.jpg,train/111335_mask_1.png
111335,train,train/111335_sat_2.jpg,train/111335_mask_2.png
111335,train,train/111335_sat_3.jpg,train/111335_mask_3.png
111335,train,train/111335_sat_4.jpg,train/111335_mask_4.png
111335,train,train/111335_sat_5.jpg,train/111335_mask_5.png
111335,train,train/111335_sat_6.jpg,train/111335_mask_6.png
111335,train,train/111335_sat_7.jpg,train/111335_mask_7.png
111335,train,train/111335_sat_8.jpg,train/111335_mask_8.png
111335,train,train/111335_sat_9.jpg,train/111335_mask_9.png
111335,train,train/111335_sat_10.jpg,train/111335_mask_10.png
111335,train,train/111335_sat_11.jpg,train/111335_mask_11.png
111335,train,train/111335_sat_12.jpg,train/111335_mask_12.png
111335,train,train/111335_sat_13.jpg,train/111335_mask_13.png
111335,train,train/111335_sat_14.jpg,train/111335_mask_14.png
111335,train,train/111335_sat_15.jpg,train/111335_mask_15.png
114433,train,train/114433_sat_0.jpg,train/114433_mask_0.png
114433,train,train/114433_sat_1.jpg,train/114433_mask_1.png
114433,train,train/114433_sat_2.jpg,train/114433_mask_2.png
114433,train,train/114433_sat_3.jpg,train/114433_mask_3.png
114433,train,train/114433_sat_4.jpg,train/114433_mask_4.png
114433,train,train/114433_sat_5.jpg,train/114433_mask_5.png
114433,train,train/114433_sat_6.jpg,train/114433_mask_6.png
114433,train,train/114433_sat_7.jpg,train/114433_mask_7.png
